Iteration,Index,Smarts,ParNum,ParentParNum,RefType,Matches,Molecules,FractionMatched,Denominator
657,4,'[#6!H1;X4:1]~[*:2]~[*:3]~[*:4]-[#1!R2]',0,0,'t0007',118,34,118,131 
657,5,'[*:1]~[#8!R4:2]~[*:3]~[*:4]',0,0,'t0008',68,29,60,66 
657,6,'[#6r5;X4:1]~[*:2]~[*:3]~[$ewg1&R:4]',0,0,'NONE',4,3,0,0 
657,7,'[#6r5;X4:1]~[*:2]~[*:3](-[$ewg1&!R2])~[*:4]',0,0,'t0009',22,8,2,12 
657,8,'[*;!R2:1]~[*:2]~[*:3]~[*:4]',0,0,'t0004',1904,42,574,574 
658,1,'[*:1]~[*:2]~[*:3]~[*:4]',0,0,'t0001',53,26,52,146 
658,2,'[#8+0:1]~[*:2]~[*:3]~[*;H0:4]',0,0,'t0010',4,4,4,27 
658,3,'[#6r5;X4:1]~[*:2]~[*:3]~[*:4]',0,0,'NONE',2,2,0,0 
658,4,'[#6!H1;X4:1]~[*:2]~[*:3]~[*:4]-[#1!R2]',0,0,'t0007',118,34,118,131 
658,5,'[*:1]~[#8!R4:2]~[*:3]~[*:4]',0,0,'t0008',68,29,60,66 
658,6,'[#6r5;X4:1]~[*:2]~[*:3]~[$ewg1&R:4]',0,0,'NONE',4,3,0,0 
658,7,'[#6r5;X4:1]~[*:2]~[*:3](-[$ewg1&!R2])~[*:4]',0,0,'t0009',22,8,2,12 
658,8,'[*;!R2:1]~[*:2]~[*:3]~[*:4]',0,0,'t0004',1797,42,574,574 
658,9,'[#6r5;X4:1]~[*:2]~[*:3]~[#1!X3:4]',0,0,'t0005',107,8,69,552 
659,1,'[*:1]~[*:2]~[*:3]~[*:4]',0,0,'t0001',53,26,52,146 
659,2,'[#8+0:1]~[*:2]~[*:3]~[*;H0:4]',0,0,'t0010',4,4,4,27 
659,3,'[#6r5;X4:1]~[*:2]~[*:3]~[*:4]',0,0,'NONE',2,2,0,0 
659,4,'[#6!H1;X4:1]~[*:2]~[*:3]~[*:4]-[#1!R2]',0,0,'t0007',118,34,118,131 
659,5,'[*:1]~[#8!R4:2]~[*:3]~[*:4]',0,0,'t0008',68,29,60,66 
659,6,'[#6r5;X4:1]~[*:2]~[*:3]~[$ewg1&R:4]',0,0,'NONE',4,3,0,0 
659,7,'[#6r5;X4:1]~[*:2]~[*:3](-[$ewg1&!R2])~[*:4]',0,0,'t0009',22,8,2,12 
659,8,'[*;!R2:1]~[*:2]~[*:3]~[*:4]',0,0,'t0004',1797,42,574,574 
659,9,'[#6r5;X4:1]~[*:2]~[*:3]~[#1!X3:4]',0,0,'t0005',107,8,69,552 
660,1,'[*:1]~[*:2]~[*:3]~[*:4]',0,0,'t0001',55,28,52,146 
660,2,'[#8+0:1]~[*:2]~[*:3]~[*;H0:4]',0,0,'t0010',4,4,4,27 
660,3,'[#6!H1;X4:1]~[*:2]~[*:3]~[*:4]-[#1!R2]',0,0,'t0007',118,34,118,131 
660,4,'[*:1]~[#8!R4:2]~[*:3]~[*:4]',0,0,'t0008',68,29,60,66 
660,5,'[#6r5;X4:1]~[*:2]~[*:3]~[$ewg1&R:4]',0,0,'NONE',4,3,0,0 
660,6,'[#6r5;X4:1]~[*:2]~[*:3](-[$ewg1&!R2])~[*:4]',0,0,'t0009',22,8,2,12 
660,7,'[*;!R2:1]~[*:2]~[*:3]~[*:4]',0,0,'t0004',1797,42,574,574 
660,8,'[#6r5;X4:1]~[*:2]~[*:3]~[#1!X3:4]',0,0,'t0005',107,8,69,552 
661,1,'[*:1]~[*:2]~[*:3]~[*:4]',0,0,'t0001',55,28,52,146 
661,2,'[#8+0:1]~[*:2]~[*:3]~[*;H0:4]',0,0,'t0010',4,4,4,27 
661,3,'[#6!H1;X4:1]~[*:2]~[*:3]~[*:4]-[#1!R2]',0,0,'t0007',118,34,118,131 
661,4,'[*:1]~[#8!R4:2]~[*:3]~[*:4]',0,0,'t0008',68,29,60,66 
