Iteration,Index,Smarts,Typename,ParentSMARTS,RefType,Matches,Molecules,FractionMatched,Denominator
20,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
20,2,'[#6]','c_carbon','None','CT',232,42,232,232 
20,3,'[#8]','c_oxygen','None','NONE',0,0,0,0 
20,4,'[#8&A]','c_oxygen aliphatic','[#8]','OS',39,30,39,39 
20,5,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
20,-1,'total','all','None','all',803,42,583,803 
21,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
21,2,'[#6]','c_carbon','None','CT',232,42,232,232 
21,3,'[#8]','c_oxygen','None','NONE',0,0,0,0 
21,4,'[#8&A]','c_oxygen aliphatic','[#8]','OS',39,30,39,39 
21,5,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
21,-1,'total','all','None','all',803,42,583,803 
22,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
22,2,'[#6]','c_carbon','None','CT',232,42,232,232 
22,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
22,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
22,-1,'total','all','None','all',803,42,583,803 
23,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
23,2,'[#6]','c_carbon','None','CT',232,42,232,232 
23,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
23,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
23,-1,'total','all','None','all',803,42,583,803 
24,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
24,2,'[#6]','c_carbon','None','CT',232,42,232,232 
24,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
24,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
24,-1,'total','all','None','all',803,42,583,803 
25,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
25,2,'[#6]','c_carbon','None','NONE',6,6,0,0 
25,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
25,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
25,5,'[#6&$(*~[#6])]','c_carbon carbon-adjacent','[#6]','CT',226,42,226,232 
25,-1,'total','all','None','all',803,42,577,803 
26,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
26,2,'[#6]','c_carbon','None','NONE',6,6,0,0 
26,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
26,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
26,5,'[#6&$(*~[#6])]','c_carbon carbon-adjacent','[#6]','CT',226,42,226,232 
26,-1,'total','all','None','all',803,42,577,803 
27,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
27,2,'[#6]','c_carbon','None','CT',232,42,232,232 
27,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
27,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
27,-1,'total','all','None','all',803,42,583,803 
28,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
28,2,'[#6]','c_carbon','None','CT',232,42,232,232 
28,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
28,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
28,-1,'total','all','None','all',803,42,583,803 
29,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
29,2,'[#6]','c_carbon','None','CT',232,42,232,232 
29,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
29,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
29,-1,'total','all','None','all',803,42,583,803 
30,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
30,2,'[#6]','c_carbon','None','CT',232,42,232,232 
30,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
30,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
30,-1,'total','all','None','all',803,42,583,803 
31,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
31,2,'[#6]','c_carbon','None','CT',232,42,232,232 
31,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
31,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
31,-1,'total','all','None','all',803,42,583,803 
32,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
32,2,'[#6]','c_carbon','None','CT',232,42,232,232 
32,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
32,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
32,-1,'total','all','None','all',803,42,583,803 
33,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
33,2,'[#6]','c_carbon','None','CT',232,42,232,232 
33,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
33,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
33,-1,'total','all','None','all',803,42,583,803 
34,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
34,2,'[#6]','c_carbon','None','CT',232,42,232,232 
34,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
34,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
34,-1,'total','all','None','all',803,42,583,803 
35,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
35,2,'[#6]','c_carbon','None','CT',232,42,232,232 
35,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
35,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
35,-1,'total','all','None','all',803,42,583,803 
36,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
36,2,'[#6]','c_carbon','None','CT',232,42,232,232 
36,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
36,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
36,-1,'total','all','None','all',803,42,583,803 
37,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
37,2,'[#6]','c_carbon','None','CT',232,42,232,232 
37,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
37,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
37,-1,'total','all','None','all',803,42,583,803 
38,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
38,2,'[#6]','c_carbon','None','CT',232,42,232,232 
38,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
38,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
38,-1,'total','all','None','all',803,42,583,803 
39,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
39,2,'[#6]','c_carbon','None','CT',232,42,232,232 
39,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
39,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
39,-1,'total','all','None','all',803,42,583,803 
40,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
40,2,'[#6]','c_carbon','None','CT',232,42,232,232 
40,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
40,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
40,-1,'total','all','None','all',803,42,583,803 
41,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
41,2,'[#6]','c_carbon','None','CT',232,42,232,232 
41,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
41,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
41,-1,'total','all','None','all',803,42,583,803 
42,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
42,2,'[#6]','c_carbon','None','NONE',0,0,0,0 
42,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
42,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
42,5,'[#6&A]','c_carbon aliphatic','[#6]','CT',232,42,232,232 
42,-1,'total','all','None','all',803,42,583,803 
43,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
43,2,'[#6]','c_carbon','None','NONE',0,0,0,0 
43,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
43,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
43,5,'[#6&A]','c_carbon aliphatic','[#6]','CT',232,42,232,232 
43,-1,'total','all','None','all',803,42,583,803 
44,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
44,2,'[#6]','c_carbon','None','NONE',0,0,0,0 
44,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
44,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
44,5,'[#6&A]','c_carbon aliphatic','[#6]','CT',232,42,232,232 
44,-1,'total','all','None','all',803,42,583,803 
45,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
45,2,'[#6]','c_carbon','None','NONE',0,0,0,0 
45,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
45,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
45,5,'[#6&A]','c_carbon aliphatic','[#6]','CT',232,42,232,232 
45,-1,'total','all','None','all',803,42,583,803 
46,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
46,2,'[#6]','c_carbon','None','CT',232,42,232,232 
46,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
46,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
46,-1,'total','all','None','all',803,42,583,803 
47,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
47,2,'[#6]','c_carbon','None','CT',232,42,232,232 
47,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
47,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
47,-1,'total','all','None','all',803,42,583,803 
48,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
48,2,'[#6]','c_carbon','None','CT',232,42,232,232 
48,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
48,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
48,-1,'total','all','None','all',803,42,583,803 
49,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
49,2,'[#6]','c_carbon','None','CT',232,42,232,232 
49,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
49,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
49,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
49,-1,'total','all','None','all',803,42,583,803 
50,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
50,2,'[#6]','c_carbon','None','CT',232,42,232,232 
50,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
50,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
50,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
50,-1,'total','all','None','all',803,42,583,803 
51,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
51,2,'[#6]','c_carbon','None','CT',232,42,232,232 
51,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
51,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
51,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
51,-1,'total','all','None','all',803,42,583,803 
52,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
52,2,'[#6]','c_carbon','None','CT',232,42,232,232 
52,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
52,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
52,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
52,-1,'total','all','None','all',803,42,583,803 
53,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
53,2,'[#6]','c_carbon','None','CT',232,42,232,232 
53,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
53,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
53,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
53,-1,'total','all','None','all',803,42,583,803 
54,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
54,2,'[#6]','c_carbon','None','CT',232,42,232,232 
54,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
54,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
54,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
54,-1,'total','all','None','all',803,42,583,803 
55,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
55,2,'[#6]','c_carbon','None','CT',232,42,232,232 
55,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
55,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
55,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
55,-1,'total','all','None','all',803,42,583,803 
56,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
56,2,'[#6]','c_carbon','None','CT',232,42,232,232 
56,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
56,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
56,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
56,-1,'total','all','None','all',803,42,583,803 
57,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
57,2,'[#6]','c_carbon','None','CT',232,42,232,232 
57,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
57,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
57,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
57,-1,'total','all','None','all',803,42,583,803 
58,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
58,2,'[#6]','c_carbon','None','CT',232,42,232,232 
58,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
58,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
58,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
58,-1,'total','all','None','all',803,42,583,803 
59,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
59,2,'[#6]','c_carbon','None','NONE',0,0,0,0 
59,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
59,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
59,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
59,6,'[#6&D4]','c_carbon degree-4','[#6]','CT',232,42,232,232 
59,-1,'total','all','None','all',803,42,583,803 
60,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
60,2,'[#6]','c_carbon','None','NONE',0,0,0,0 
60,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
60,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
60,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
60,6,'[#6&D4]','c_carbon degree-4','[#6]','CT',232,42,232,232 
60,-1,'total','all','None','all',803,42,583,803 
61,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
61,2,'[#6]','c_carbon','None','NONE',0,0,0,0 
61,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
61,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
61,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
61,6,'[#6&D4]','c_carbon degree-4','[#6]','CT',232,42,232,232 
61,-1,'total','all','None','all',803,42,583,803 
62,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
62,2,'[#6]','c_carbon','None','CT',232,42,232,232 
62,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
62,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
62,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
62,-1,'total','all','None','all',803,42,583,803 
63,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
63,2,'[#6]','c_carbon','None','CT',232,42,232,232 
63,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
63,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
63,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
63,-1,'total','all','None','all',803,42,583,803 
64,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
64,2,'[#6]','c_carbon','None','CT',232,42,232,232 
64,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
64,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
64,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
64,-1,'total','all','None','all',803,42,583,803 
65,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
65,2,'[#6]','c_carbon','None','CT',232,42,232,232 
65,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
65,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
65,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
65,-1,'total','all','None','all',803,42,583,803 
66,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
66,2,'[#6]','c_carbon','None','CT',232,42,232,232 
66,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
66,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
66,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
66,-1,'total','all','None','all',803,42,583,803 
67,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
67,2,'[#6]','c_carbon','None','CT',232,42,232,232 
67,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
67,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
67,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
67,-1,'total','all','None','all',803,42,583,803 
68,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
68,2,'[#6]','c_carbon','None','CT',232,42,232,232 
68,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
68,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
68,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
68,-1,'total','all','None','all',803,42,583,803 
69,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
69,2,'[#6]','c_carbon','None','CT',232,42,232,232 
69,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
69,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
69,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
69,-1,'total','all','None','all',803,42,583,803 
70,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
70,2,'[#6]','c_carbon','None','CT',232,42,232,232 
70,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
70,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
70,5,'[#1&v1]','c_hydrogen valence-1','[#1]','HC',464,42,244,244 
70,-1,'total','all','None','all',803,42,583,803 
71,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
71,2,'[#6]','c_carbon','None','CT',232,42,232,232 
71,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
71,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
71,-1,'total','all','None','all',803,42,583,803 
72,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
72,2,'[#6]','c_carbon','None','CT',232,42,232,232 
72,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
72,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
72,-1,'total','all','None','all',803,42,583,803 
73,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
73,2,'[#6]','c_carbon','None','CT',232,42,232,232 
73,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
73,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
73,-1,'total','all','None','all',803,42,583,803 
74,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
74,2,'[#6]','c_carbon','None','CT',232,42,232,232 
74,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
74,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
74,-1,'total','all','None','all',803,42,583,803 
75,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
75,2,'[#6]','c_carbon','None','CT',232,42,232,232 
75,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
75,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
75,-1,'total','all','None','all',803,42,583,803 
76,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
76,2,'[#6]','c_carbon','None','CT',232,42,232,232 
76,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
76,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
76,-1,'total','all','None','all',803,42,583,803 
77,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
77,2,'[#6]','c_carbon','None','CT',232,42,232,232 
77,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
77,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
77,-1,'total','all','None','all',803,42,583,803 
78,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
78,2,'[#6]','c_carbon','None','CT',232,42,232,232 
78,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
78,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
78,-1,'total','all','None','all',803,42,583,803 
79,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
79,2,'[#6]','c_carbon','None','CT',232,42,232,232 
79,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
79,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
79,-1,'total','all','None','all',803,42,583,803 
80,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
80,2,'[#6]','c_carbon','None','CT',232,42,232,232 
80,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
80,4,'[#8&H1]','c_oxygen total-h-count-1','[#8]','OH',68,42,68,68 
80,-1,'total','all','None','all',803,42,583,803 
81,1,'[#1]','c_hydrogen','None','HC',464,42,244,244 
81,2,'[#6]','c_carbon','None','CT',232,42,232,232 
81,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
