Iteration,Index,Smarts,Typename,ParentSMARTS,RefType,Matches,Molecules,FractionMatched,Denominator
303,2,'[#6]','c_carbon','None','CT',232,42,232,232 
303,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
303,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
303,-1,'total','all','None','all',803,42,612,803 
304,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
304,2,'[#6]','c_carbon','None','CT',232,42,232,232 
304,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
304,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
304,-1,'total','all','None','all',803,42,612,803 
305,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
305,2,'[#6]','c_carbon','None','CT',232,42,232,232 
305,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
305,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
305,-1,'total','all','None','all',803,42,612,803 
306,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
306,2,'[#6]','c_carbon','None','CT',232,42,232,232 
306,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
306,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
306,-1,'total','all','None','all',803,42,612,803 
307,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
307,2,'[#6]','c_carbon','None','CT',232,42,232,232 
307,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
307,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
307,-1,'total','all','None','all',803,42,612,803 
308,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
308,2,'[#6]','c_carbon','None','CT',232,42,232,232 
308,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
308,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
308,-1,'total','all','None','all',803,42,612,803 
309,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
309,2,'[#6]','c_carbon','None','CT',232,42,232,232 
309,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
309,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
309,-1,'total','all','None','all',803,42,612,803 
310,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
310,2,'[#6]','c_carbon','None','CT',232,42,232,232 
310,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
310,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
310,-1,'total','all','None','all',803,42,612,803 
311,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
311,2,'[#6]','c_carbon','None','CT',232,42,232,232 
311,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
311,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
311,-1,'total','all','None','all',803,42,612,803 
312,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
312,2,'[#6]','c_carbon','None','CT',232,42,232,232 
312,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
312,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
312,-1,'total','all','None','all',803,42,612,803 
313,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
313,2,'[#6]','c_carbon','None','CT',232,42,232,232 
313,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
313,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
313,-1,'total','all','None','all',803,42,612,803 
314,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
314,2,'[#6]','c_carbon','None','CT',232,42,232,232 
314,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
314,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
314,-1,'total','all','None','all',803,42,612,803 
315,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
315,2,'[#6]','c_carbon','None','CT',232,42,232,232 
315,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
315,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
315,-1,'total','all','None','all',803,42,612,803 
316,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
316,2,'[#6]','c_carbon','None','CT',232,42,232,232 
316,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
316,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
316,-1,'total','all','None','all',803,42,612,803 
317,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
317,2,'[#6]','c_carbon','None','CT',232,42,232,232 
317,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
317,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
317,-1,'total','all','None','all',803,42,612,803 
318,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
318,2,'[#6]','c_carbon','None','CT',232,42,232,232 
318,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
318,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
318,-1,'total','all','None','all',803,42,612,803 
319,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
319,2,'[#6]','c_carbon','None','CT',232,42,232,232 
319,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
319,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
319,-1,'total','all','None','all',803,42,612,803 
320,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
320,2,'[#6]','c_carbon','None','CT',232,42,232,232 
320,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
320,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
320,-1,'total','all','None','all',803,42,612,803 
321,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
321,2,'[#6]','c_carbon','None','CT',232,42,232,232 
321,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
321,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
321,-1,'total','all','None','all',803,42,612,803 
322,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
322,2,'[#6]','c_carbon','None','CT',232,42,232,232 
322,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
322,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
322,-1,'total','all','None','all',803,42,612,803 
323,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
323,2,'[#6]','c_carbon','None','CT',232,42,232,232 
323,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
323,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
323,-1,'total','all','None','all',803,42,612,803 
324,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
324,2,'[#6]','c_carbon','None','CT',232,42,232,232 
324,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
324,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
324,-1,'total','all','None','all',803,42,612,803 
325,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
325,2,'[#6]','c_carbon','None','CT',232,42,232,232 
325,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
325,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
325,-1,'total','all','None','all',803,42,612,803 
326,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
326,2,'[#6]','c_carbon','None','CT',232,42,232,232 
326,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
326,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
326,-1,'total','all','None','all',803,42,612,803 
327,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
327,2,'[#6]','c_carbon','None','CT',232,42,232,232 
327,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
327,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
327,-1,'total','all','None','all',803,42,612,803 
328,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
328,2,'[#6]','c_carbon','None','CT',232,42,232,232 
328,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
328,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
328,-1,'total','all','None','all',803,42,612,803 
329,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
329,2,'[#6]','c_carbon','None','CT',232,42,232,232 
329,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
329,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
329,-1,'total','all','None','all',803,42,612,803 
330,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
330,2,'[#6]','c_carbon','None','CT',232,42,232,232 
330,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
330,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
330,-1,'total','all','None','all',803,42,612,803 
331,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
331,2,'[#6]','c_carbon','None','CT',232,42,232,232 
331,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
331,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
331,-1,'total','all','None','all',803,42,612,803 
332,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
332,2,'[#6]','c_carbon','None','CT',232,42,232,232 
332,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
332,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
332,-1,'total','all','None','all',803,42,612,803 
333,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
333,2,'[#6]','c_carbon','None','CT',232,42,232,232 
333,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
333,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
333,-1,'total','all','None','all',803,42,612,803 
334,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
334,2,'[#6]','c_carbon','None','CT',232,42,232,232 
334,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
334,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
334,-1,'total','all','None','all',803,42,612,803 
335,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
335,2,'[#6]','c_carbon','None','CT',232,42,232,232 
335,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
335,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
335,-1,'total','all','None','all',803,42,612,803 
336,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
336,2,'[#6]','c_carbon','None','CT',232,42,232,232 
336,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
336,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
336,-1,'total','all','None','all',803,42,612,803 
337,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
337,2,'[#6]','c_carbon','None','CT',232,42,232,232 
337,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
337,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
337,-1,'total','all','None','all',803,42,612,803 
338,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
338,2,'[#6]','c_carbon','None','CT',232,42,232,232 
338,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
338,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
338,-1,'total','all','None','all',803,42,612,803 
339,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
339,2,'[#6]','c_carbon','None','CT',232,42,232,232 
339,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
339,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
339,-1,'total','all','None','all',803,42,612,803 
340,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
340,2,'[#6]','c_carbon','None','CT',232,42,232,232 
340,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
340,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
340,-1,'total','all','None','all',803,42,612,803 
341,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
341,2,'[#6]','c_carbon','None','CT',232,42,232,232 
341,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
341,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
341,-1,'total','all','None','all',803,42,612,803 
342,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
342,2,'[#6]','c_carbon','None','CT',232,42,232,232 
342,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
342,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
342,-1,'total','all','None','all',803,42,612,803 
343,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
343,2,'[#6]','c_carbon','None','CT',232,42,232,232 
343,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
343,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
343,-1,'total','all','None','all',803,42,612,803 
344,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
344,2,'[#6]','c_carbon','None','CT',232,42,232,232 
344,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
344,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
344,-1,'total','all','None','all',803,42,612,803 
345,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
345,2,'[#6]','c_carbon','None','CT',232,42,232,232 
345,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
345,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
345,-1,'total','all','None','all',803,42,612,803 
346,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
346,2,'[#6]','c_carbon','None','CT',232,42,232,232 
346,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
346,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
346,-1,'total','all','None','all',803,42,612,803 
347,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
347,2,'[#6]','c_carbon','None','CT',232,42,232,232 
347,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
347,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
347,-1,'total','all','None','all',803,42,612,803 
348,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
348,2,'[#6]','c_carbon','None','CT',232,42,232,232 
348,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
348,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
348,-1,'total','all','None','all',803,42,612,803 
349,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
349,2,'[#6]','c_carbon','None','CT',232,42,232,232 
349,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
349,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
349,-1,'total','all','None','all',803,42,612,803 
350,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
350,2,'[#6]','c_carbon','None','CT',232,42,232,232 
350,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
350,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
350,-1,'total','all','None','all',803,42,612,803 
351,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
351,2,'[#6]','c_carbon','None','CT',232,42,232,232 
351,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
351,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
351,-1,'total','all','None','all',803,42,612,803 
352,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
352,2,'[#6]','c_carbon','None','CT',232,42,232,232 
352,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
352,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
352,-1,'total','all','None','all',803,42,612,803 
353,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
353,2,'[#6]','c_carbon','None','CT',232,42,232,232 
353,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
353,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
353,-1,'total','all','None','all',803,42,612,803 
354,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
354,2,'[#6]','c_carbon','None','CT',232,42,232,232 
354,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
354,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
354,-1,'total','all','None','all',803,42,612,803 
355,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
355,2,'[#6]','c_carbon','None','CT',232,42,232,232 
355,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
355,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
355,-1,'total','all','None','all',803,42,612,803 
356,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
356,2,'[#6]','c_carbon','None','CT',232,42,232,232 
356,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
356,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
356,-1,'total','all','None','all',803,42,612,803 
357,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
357,2,'[#6]','c_carbon','None','CT',232,42,232,232 
357,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
357,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
357,-1,'total','all','None','all',803,42,612,803 
358,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
358,2,'[#6]','c_carbon','None','CT',232,42,232,232 
358,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
358,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
358,-1,'total','all','None','all',803,42,612,803 
359,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
359,2,'[#6]','c_carbon','None','CT',232,42,232,232 
359,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
359,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
359,-1,'total','all','None','all',803,42,612,803 
360,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
360,2,'[#6]','c_carbon','None','CT',232,42,232,232 
360,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
360,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
360,-1,'total','all','None','all',803,42,612,803 
361,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
361,2,'[#6]','c_carbon','None','CT',232,42,232,232 
361,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
361,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
361,-1,'total','all','None','all',803,42,612,803 
362,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
362,2,'[#6]','c_carbon','None','CT',232,42,232,232 
362,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
362,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
362,-1,'total','all','None','all',803,42,612,803 
363,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
363,2,'[#6]','c_carbon','None','CT',232,42,232,232 
363,3,'[#8]','c_oxygen','None','NONE',0,0,0,0 
363,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
363,5,'[#8&$(*~[#6])]','c_oxygen carbon-adjacent','[#8]','OH',107,42,68,68 
363,-1,'total','all','None','all',803,42,612,803 
364,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
364,2,'[#6]','c_carbon','None','CT',232,42,232,232 
364,3,'[#8]','c_oxygen','None','NONE',0,0,0,0 
364,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
364,5,'[#8&$(*~[#6])]','c_oxygen carbon-adjacent','[#8]','OH',107,42,68,68 
364,-1,'total','all','None','all',803,42,612,803 
365,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
365,2,'[#6]','c_carbon','None','CT',232,42,232,232 
365,3,'[#8]','c_oxygen','None','NONE',0,0,0,0 
365,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
365,5,'[#8&$(*~[#6])]','c_oxygen carbon-adjacent','[#8]','OH',107,42,68,68 
365,-1,'total','all','None','all',803,42,612,803 
366,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
366,2,'[#6]','c_carbon','None','CT',232,42,232,232 
366,3,'[#8]','c_oxygen','None','NONE',0,0,0,0 
366,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
366,5,'[#8&$(*~[#6])]','c_oxygen carbon-adjacent','[#8]','OH',107,42,68,68 
366,-1,'total','all','None','all',803,42,612,803 
367,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
367,2,'[#6]','c_carbon','None','CT',232,42,232,232 
367,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
367,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
367,-1,'total','all','None','all',803,42,612,803 
368,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
368,2,'[#6]','c_carbon','None','CT',232,42,232,232 
368,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
368,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
368,-1,'total','all','None','all',803,42,612,803 
369,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
369,2,'[#6]','c_carbon','None','CT',232,42,232,232 
369,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
369,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
369,-1,'total','all','None','all',803,42,612,803 
370,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
370,2,'[#6]','c_carbon','None','CT',232,42,232,232 
370,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
370,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
370,-1,'total','all','None','all',803,42,612,803 
371,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
371,2,'[#6]','c_carbon','None','CT',232,42,232,232 
371,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
371,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
371,-1,'total','all','None','all',803,42,612,803 
372,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
372,2,'[#6]','c_carbon','None','CT',232,42,232,232 
372,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
372,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
372,-1,'total','all','None','all',803,42,612,803 
373,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
373,2,'[#6]','c_carbon','None','CT',232,42,232,232 
373,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
373,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
373,-1,'total','all','None','all',803,42,612,803 
374,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
374,2,'[#6]','c_carbon','None','CT',232,42,232,232 
374,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
374,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
374,-1,'total','all','None','all',803,42,612,803 
375,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
375,2,'[#6]','c_carbon','None','CT',232,42,232,232 
375,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
375,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
375,-1,'total','all','None','all',803,42,612,803 
376,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
376,2,'[#6]','c_carbon','None','CT',232,42,232,232 
376,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
376,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
376,-1,'total','all','None','all',803,42,612,803 
377,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
377,2,'[#6]','c_carbon','None','CT',232,42,232,232 
377,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
377,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
377,-1,'total','all','None','all',803,42,612,803 
378,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
378,2,'[#6]','c_carbon','None','CT',232,42,232,232 
378,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
378,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
378,-1,'total','all','None','all',803,42,612,803 
379,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
379,2,'[#6]','c_carbon','None','CT',232,42,232,232 
379,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
379,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
379,-1,'total','all','None','all',803,42,612,803 
380,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
380,2,'[#6]','c_carbon','None','CT',232,42,232,232 
380,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
380,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
380,-1,'total','all','None','all',803,42,612,803 
381,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
381,2,'[#6]','c_carbon','None','CT',232,42,232,232 
381,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
381,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
381,-1,'total','all','None','all',803,42,612,803 
382,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
382,2,'[#6]','c_carbon','None','CT',232,42,232,232 
382,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
382,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
382,-1,'total','all','None','all',803,42,612,803 
383,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
383,2,'[#6]','c_carbon','None','CT',232,42,232,232 
383,3,'[#8]','c_oxygen','None','OH',107,42,68,68 
383,4,'[#1&$(*~[#8])]','c_hydrogen oxygen-adjacent','[#1]','HO',68,42,68,68 
383,-1,'total','all','None','all',803,42,612,803 
384,1,'[#1]','c_hydrogen','None','HC',396,42,244,244 
384,2,'[#6]','c_carbon','None','CT',232,42,232,232 
