Iteration,Index,Smarts,Typename,ParentSMARTS,RefType,Matches,Molecules,FractionMatched,Denominator
113,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
113,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
113,-1,'total','all','None','all',803,42,794,803 
114,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
114,2,'[#6]','c_carbon','None','CT',232,42,232,232 
114,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
114,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
114,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
114,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
114,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
114,-1,'total','all','None','all',803,42,794,803 
115,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
115,2,'[#6]','c_carbon','None','CT',232,42,232,232 
115,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
115,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
115,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
115,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
115,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
115,-1,'total','all','None','all',803,42,794,803 
116,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
116,2,'[#6]','c_carbon','None','CT',232,42,232,232 
116,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
116,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
116,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
116,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
116,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
116,-1,'total','all','None','all',803,42,794,803 
117,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
117,2,'[#6]','c_carbon','None','CT',232,42,232,232 
117,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
117,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
117,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
117,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
117,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
117,-1,'total','all','None','all',803,42,794,803 
118,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
118,2,'[#6]','c_carbon','None','CT',232,42,232,232 
118,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
118,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
118,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
118,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
118,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
118,-1,'total','all','None','all',803,42,794,803 
119,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
119,2,'[#6]','c_carbon','None','CT',232,42,232,232 
119,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
119,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
119,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
119,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
119,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
119,-1,'total','all','None','all',803,42,794,803 
120,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
120,2,'[#6]','c_carbon','None','CT',232,42,232,232 
120,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
120,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
120,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
120,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
120,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
120,-1,'total','all','None','all',803,42,794,803 
121,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
121,2,'[#6]','c_carbon','None','CT',232,42,232,232 
121,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
121,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
121,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
121,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
121,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
121,-1,'total','all','None','all',803,42,794,803 
122,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
122,2,'[#6]','c_carbon','None','CT',232,42,232,232 
122,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
122,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
122,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
122,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
122,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
122,-1,'total','all','None','all',803,42,794,803 
123,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
123,2,'[#6]','c_carbon','None','CT',232,42,232,232 
123,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
123,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
123,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
123,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
123,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
123,-1,'total','all','None','all',803,42,794,803 
124,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
124,2,'[#6]','c_carbon','None','CT',232,42,232,232 
124,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
124,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
124,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
124,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
124,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
124,-1,'total','all','None','all',803,42,794,803 
125,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
125,2,'[#6]','c_carbon','None','CT',232,42,232,232 
125,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
125,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
125,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
125,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
125,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
125,-1,'total','all','None','all',803,42,794,803 
126,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
126,2,'[#6]','c_carbon','None','CT',232,42,232,232 
126,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
126,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
126,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
126,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
126,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
126,-1,'total','all','None','all',803,42,794,803 
127,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
127,2,'[#6]','c_carbon','None','CT',232,42,232,232 
127,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
127,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
127,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
127,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
127,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
127,-1,'total','all','None','all',803,42,794,803 
128,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
128,2,'[#6]','c_carbon','None','CT',232,42,232,232 
128,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
128,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
128,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
128,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
128,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
128,-1,'total','all','None','all',803,42,794,803 
129,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
129,2,'[#6]','c_carbon','None','CT',232,42,232,232 
129,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
129,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
129,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
129,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
129,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
129,-1,'total','all','None','all',803,42,794,803 
130,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
130,2,'[#6]','c_carbon','None','CT',232,42,232,232 
130,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
130,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
130,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
130,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
130,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
130,-1,'total','all','None','all',803,42,794,803 
131,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
131,2,'[#6]','c_carbon','None','CT',232,42,232,232 
131,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
131,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
131,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
131,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
131,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
131,-1,'total','all','None','all',803,42,794,803 
132,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
132,2,'[#6]','c_carbon','None','CT',232,42,232,232 
132,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
132,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
132,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
132,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
132,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
132,-1,'total','all','None','all',803,42,794,803 
133,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
133,2,'[#6]','c_carbon','None','CT',232,42,232,232 
133,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
133,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
133,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
133,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
133,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
133,-1,'total','all','None','all',803,42,794,803 
134,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
134,2,'[#6]','c_carbon','None','CT',232,42,232,232 
134,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
134,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
134,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
134,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
134,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
134,-1,'total','all','None','all',803,42,794,803 
135,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
135,2,'[#6]','c_carbon','None','CT',232,42,232,232 
135,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
135,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
135,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
135,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
135,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
135,-1,'total','all','None','all',803,42,794,803 
136,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
136,2,'[#6]','c_carbon','None','CT',232,42,232,232 
136,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
136,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
136,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
136,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
136,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
136,-1,'total','all','None','all',803,42,794,803 
137,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
137,2,'[#6]','c_carbon','None','CT',232,42,232,232 
137,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
137,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
137,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
137,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
137,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
137,-1,'total','all','None','all',803,42,794,803 
138,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
138,2,'[#6]','c_carbon','None','CT',232,42,232,232 
138,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
138,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
138,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
138,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
138,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
138,-1,'total','all','None','all',803,42,794,803 
139,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
139,2,'[#6]','c_carbon','None','NONE',0,0,0,0 
139,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
139,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
139,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
139,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
139,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
139,8,'[#6A]','c_carbon aliphatic','[#6]','CT',232,42,232,232 
139,-1,'total','all','None','all',803,42,794,803 
140,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
140,2,'[#6]','c_carbon','None','NONE',0,0,0,0 
140,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
140,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
140,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
140,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
140,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
140,8,'[#6A]','c_carbon aliphatic','[#6]','CT',232,42,232,232 
140,-1,'total','all','None','all',803,42,794,803 
141,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
141,2,'[#6]','c_carbon','None','NONE',0,0,0,0 
141,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
141,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
141,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
141,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
141,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
141,8,'[#6A]','c_carbon aliphatic','[#6]','CT',232,42,232,232 
141,-1,'total','all','None','all',803,42,794,803 
142,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
142,2,'[#6]','c_carbon','None','NONE',0,0,0,0 
142,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
142,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
142,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
142,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
142,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
142,8,'[#6A]','c_carbon aliphatic','[#6]','CT',232,42,232,232 
142,-1,'total','all','None','all',803,42,794,803 
143,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
143,2,'[#6]','c_carbon','None','NONE',0,0,0,0 
143,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
143,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
143,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
143,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
143,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
143,8,'[#6A]','c_carbon aliphatic','[#6]','CT',232,42,232,232 
143,-1,'total','all','None','all',803,42,794,803 
144,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
144,2,'[#6]','c_carbon','None','NONE',0,0,0,0 
144,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
144,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
144,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
144,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
144,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
144,8,'[#6A]','c_carbon aliphatic','[#6]','CT',232,42,232,232 
144,-1,'total','all','None','all',803,42,794,803 
145,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
145,2,'[#6]','c_carbon','None','NONE',0,0,0,0 
145,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
145,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
145,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
145,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
145,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
145,8,'[#6A]','c_carbon aliphatic','[#6]','CT',232,42,232,232 
145,-1,'total','all','None','all',803,42,794,803 
146,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
146,2,'[#6]','c_carbon','None','NONE',0,0,0,0 
146,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
146,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
146,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
146,6,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
146,7,'[#1$(*~[#6](~[#8])(~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen) (any c_oxygen)','[#1$(*~[#6](~[#8])~[#6])]','H2',27,21,27,33 
146,8,'[#6A]','c_carbon aliphatic','[#6]','CT',232,42,232,232 
146,-1,'total','all','None','all',803,42,794,803 
147,1,'[#1]','c_hydrogen','None','HC',253,40,244,244 
147,2,'[#6]','c_carbon','None','NONE',0,0,0,0 
147,3,'[#8]','c_oxygen','None','OS',39,30,39,39 
147,4,'[#8$(*-[#1])]','c_oxygen singly c_hydrogen ','[#8]','OH',68,42,68,68 
147,5,'[#1$(*~[#6](~[#8])~[#6])]','c_hydrogen any c_carbon any c_carbon (any c_oxygen)','[#1]','H1',116,37,116,116 
