Iteration,Index,Smarts,Typename,ParentSMARTS,RefType,Matches,Molecules,FractionMatched,Denominator
40,-1,'total','all','None','all',464,42,312,464 
41,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
41,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
41,3,'[#1$(*~[#6])]','c_hydrogen any c_carbon ','[#1]','HC',396,42,244,244 
41,-1,'total','all','None','all',464,42,312,464 
42,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
42,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
42,3,'[#1$(*~[#6])]','c_hydrogen any c_carbon ','[#1]','HC',396,42,244,244 
42,-1,'total','all','None','all',464,42,312,464 
43,1,'[#1]','c_hydrogen','None','NONE',0,0,0,0 
43,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
43,3,'[#1$(*~[#6])]','c_hydrogen any c_carbon ','[#1]','HC',244,38,244,244 
43,4,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1$(*~[#6])]','H1',152,42,116,116 
43,-1,'total','all','None','all',464,42,428,464 
44,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
44,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
44,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
44,-1,'total','all','None','all',464,42,428,464 
45,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
45,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
45,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
45,-1,'total','all','None','all',464,42,428,464 
46,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
46,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
46,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
46,-1,'total','all','None','all',464,42,428,464 
47,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
47,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
47,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
47,-1,'total','all','None','all',464,42,428,464 
48,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
48,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
48,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
48,-1,'total','all','None','all',464,42,428,464 
49,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
49,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
49,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
49,-1,'total','all','None','all',464,42,428,464 
50,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
50,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
50,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
50,-1,'total','all','None','all',464,42,428,464 
51,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
51,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
51,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
51,-1,'total','all','None','all',464,42,428,464 
52,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
52,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
52,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
52,-1,'total','all','None','all',464,42,428,464 
53,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
53,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
53,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
53,-1,'total','all','None','all',464,42,428,464 
54,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
54,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
54,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
54,-1,'total','all','None','all',464,42,428,464 
55,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
55,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
55,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
55,-1,'total','all','None','all',464,42,428,464 
56,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
56,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
56,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
56,-1,'total','all','None','all',464,42,428,464 
57,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
57,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
57,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
57,-1,'total','all','None','all',464,42,428,464 
58,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
58,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
58,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
58,-1,'total','all','None','all',464,42,428,464 
59,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
59,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
59,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
59,-1,'total','all','None','all',464,42,428,464 
60,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
60,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
60,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
60,-1,'total','all','None','all',464,42,428,464 
61,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
61,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
61,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
61,-1,'total','all','None','all',464,42,428,464 
62,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
62,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
62,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
62,-1,'total','all','None','all',464,42,428,464 
63,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
63,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
63,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
63,-1,'total','all','None','all',464,42,428,464 
64,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
64,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
64,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
64,-1,'total','all','None','all',464,42,428,464 
65,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
65,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
65,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
65,-1,'total','all','None','all',464,42,428,464 
66,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
66,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
66,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
66,-1,'total','all','None','all',464,42,428,464 
67,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
67,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
67,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
67,-1,'total','all','None','all',464,42,428,464 
68,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
68,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
68,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
68,-1,'total','all','None','all',464,42,428,464 
69,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
69,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
69,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
69,-1,'total','all','None','all',464,42,428,464 
70,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
70,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
70,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
70,-1,'total','all','None','all',464,42,428,464 
71,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
71,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
71,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
71,-1,'total','all','None','all',464,42,428,464 
72,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
72,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
72,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
72,-1,'total','all','None','all',464,42,428,464 
73,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
73,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
73,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
73,-1,'total','all','None','all',464,42,428,464 
74,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
74,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
74,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
74,-1,'total','all','None','all',464,42,428,464 
75,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
75,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
75,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
75,-1,'total','all','None','all',464,42,428,464 
76,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
76,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
76,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
76,-1,'total','all','None','all',464,42,428,464 
77,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
77,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
77,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
77,-1,'total','all','None','all',464,42,428,464 
78,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
78,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
78,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
78,-1,'total','all','None','all',464,42,428,464 
79,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
79,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
79,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
79,-1,'total','all','None','all',464,42,428,464 
80,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
80,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
80,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
80,-1,'total','all','None','all',464,42,428,464 
81,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
81,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
81,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
81,-1,'total','all','None','all',464,42,428,464 
82,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
82,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
82,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',152,42,116,116 
82,-1,'total','all','None','all',464,42,428,464 
83,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
83,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
83,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',116,37,116,116 
83,4,'[#1$(*~[#6](~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen)','[#1$(*~[#6]-[#8])]','H2',36,22,33,33 
83,-1,'total','all','None','all',464,42,461,464 
84,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
84,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
84,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',116,37,116,116 
84,4,'[#1$(*~[#6](~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen)','[#1$(*~[#6]-[#8])]','H2',36,22,33,33 
84,-1,'total','all','None','all',464,42,461,464 
85,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
85,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
85,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',116,37,116,116 
85,4,'[#1$(*~[#6](~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen)','[#1$(*~[#6]-[#8])]','H2',36,22,33,33 
85,-1,'total','all','None','all',464,42,461,464 
86,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
86,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
86,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',116,37,116,116 
86,4,'[#1$(*~[#6](~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen)','[#1$(*~[#6]-[#8])]','H2',36,22,33,33 
86,-1,'total','all','None','all',464,42,461,464 
87,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
87,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
87,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',116,37,116,116 
87,4,'[#1$(*~[#6](~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen)','[#1$(*~[#6]-[#8])]','H2',36,22,33,33 
87,-1,'total','all','None','all',464,42,461,464 
88,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
88,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
88,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',116,37,116,116 
88,4,'[#1$(*~[#6](~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen)','[#1$(*~[#6]-[#8])]','H2',36,22,33,33 
88,-1,'total','all','None','all',464,42,461,464 
89,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
89,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
89,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',116,37,116,116 
89,4,'[#1$(*~[#6](~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen)','[#1$(*~[#6]-[#8])]','H2',36,22,33,33 
89,-1,'total','all','None','all',464,42,461,464 
90,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
90,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
90,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',116,37,116,116 
90,4,'[#1$(*~[#6](~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen)','[#1$(*~[#6]-[#8])]','H2',36,22,33,33 
90,-1,'total','all','None','all',464,42,461,464 
91,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
91,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
91,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',116,37,116,116 
91,4,'[#1$(*~[#6](~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen)','[#1$(*~[#6]-[#8])]','H2',36,22,33,33 
91,-1,'total','all','None','all',464,42,461,464 
92,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
92,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
92,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',116,37,116,116 
92,4,'[#1$(*~[#6](~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen)','[#1$(*~[#6]-[#8])]','H2',36,22,33,33 
