Iteration,Index,Smarts,Typename,ParentSMARTS,RefType,Matches,Molecules,FractionMatched,Denominator
243,-1,'total','all','None','all',464,42,455,464 
244,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
244,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
244,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
244,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
244,-1,'total','all','None','all',464,42,455,464 
245,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
245,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
245,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
245,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
245,-1,'total','all','None','all',464,42,455,464 
246,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
246,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
246,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
246,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
246,-1,'total','all','None','all',464,42,455,464 
247,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
247,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
247,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
247,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
247,-1,'total','all','None','all',464,42,455,464 
248,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
248,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
248,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
248,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
248,-1,'total','all','None','all',464,42,455,464 
249,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
249,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
249,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
249,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
249,-1,'total','all','None','all',464,42,455,464 
250,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
250,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
250,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
250,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
250,-1,'total','all','None','all',464,42,455,464 
251,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
251,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
251,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
251,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
251,-1,'total','all','None','all',464,42,455,464 
252,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
252,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
252,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
252,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
252,-1,'total','all','None','all',464,42,455,464 
253,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
253,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
253,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
253,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
253,-1,'total','all','None','all',464,42,455,464 
254,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
254,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
254,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
254,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
254,-1,'total','all','None','all',464,42,455,464 
255,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
255,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
255,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
255,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
255,-1,'total','all','None','all',464,42,455,464 
256,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
256,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
256,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
256,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
256,-1,'total','all','None','all',464,42,455,464 
257,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
257,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
257,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
257,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
257,-1,'total','all','None','all',464,42,455,464 
258,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
258,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
258,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
258,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
258,-1,'total','all','None','all',464,42,455,464 
259,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
259,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
259,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
259,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
259,-1,'total','all','None','all',464,42,455,464 
260,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
260,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
260,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
260,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
260,-1,'total','all','None','all',464,42,455,464 
261,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
261,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
261,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
261,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
261,-1,'total','all','None','all',464,42,455,464 
262,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
262,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
262,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
262,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
262,-1,'total','all','None','all',464,42,455,464 
263,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
263,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
263,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
263,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
263,-1,'total','all','None','all',464,42,455,464 
264,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
264,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
264,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
264,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
264,-1,'total','all','None','all',464,42,455,464 
265,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
265,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
265,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
265,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
265,-1,'total','all','None','all',464,42,455,464 
266,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
266,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
266,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
266,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
266,-1,'total','all','None','all',464,42,455,464 
267,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
267,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
267,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
267,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
267,-1,'total','all','None','all',464,42,455,464 
268,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
268,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
268,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
268,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
268,-1,'total','all','None','all',464,42,455,464 
269,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
269,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
269,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
269,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
269,-1,'total','all','None','all',464,42,455,464 
270,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
270,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
270,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
270,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
270,-1,'total','all','None','all',464,42,455,464 
271,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
271,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
271,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
271,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
271,-1,'total','all','None','all',464,42,455,464 
272,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
272,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
272,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
272,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
272,-1,'total','all','None','all',464,42,455,464 
273,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
273,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
273,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
273,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
273,-1,'total','all','None','all',464,42,455,464 
274,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
274,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
274,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
274,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
274,-1,'total','all','None','all',464,42,455,464 
275,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
275,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
275,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
275,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
275,-1,'total','all','None','all',464,42,455,464 
276,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
276,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
276,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
276,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
276,-1,'total','all','None','all',464,42,455,464 
277,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
277,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
277,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
277,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
277,-1,'total','all','None','all',464,42,455,464 
278,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
278,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
278,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
278,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
278,-1,'total','all','None','all',464,42,455,464 
279,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
279,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
279,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
279,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
279,-1,'total','all','None','all',464,42,455,464 
280,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
280,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
280,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
280,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
280,-1,'total','all','None','all',464,42,455,464 
281,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
281,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
281,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
281,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
281,-1,'total','all','None','all',464,42,455,464 
282,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
282,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
282,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
282,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
282,-1,'total','all','None','all',464,42,455,464 
283,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
283,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
283,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
283,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
283,-1,'total','all','None','all',464,42,455,464 
284,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
284,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
284,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
284,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
284,-1,'total','all','None','all',464,42,455,464 
285,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
285,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
285,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
285,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
285,-1,'total','all','None','all',464,42,455,464 
286,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
286,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
286,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
286,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
286,-1,'total','all','None','all',464,42,455,464 
287,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
287,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
287,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
287,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
287,-1,'total','all','None','all',464,42,455,464 
288,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
288,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
288,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
288,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
288,-1,'total','all','None','all',464,42,455,464 
289,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
289,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
289,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
289,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
289,-1,'total','all','None','all',464,42,455,464 
290,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
290,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
290,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
290,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
290,-1,'total','all','None','all',464,42,455,464 
291,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
291,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
291,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
291,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
291,-1,'total','all','None','all',464,42,455,464 
292,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
292,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
292,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
292,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
292,-1,'total','all','None','all',464,42,455,464 
293,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
293,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
293,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
293,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
293,-1,'total','all','None','all',464,42,455,464 
294,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
294,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
294,3,'[#1$(*~[#6]-[#8])]','c_hydrogen any c_carbon singly c_oxygen','[#1]','H1',125,37,116,116 
294,4,'[#1$(*~[#6](~[#6])(~[#8])-[#8])]','c_hydrogen any c_carbon singly c_oxygen (any c_oxygen) (any c_carbon)','[#1$(*~[#6]-[#8])]','H2',27,21,27,33 
294,-1,'total','all','None','all',464,42,455,464 
295,1,'[#1]','c_hydrogen','None','HC',244,38,244,244 
295,2,'[#1$(*~[#8])]','c_hydrogen any c_oxygen ','[#1]','HO',68,42,68,68 
